Unnamed: 0.1,Unnamed: 0,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
207,209,curiosity leading rabbit hole knowledge perpetual student lifes classroom,curiosity,20221008 081500,eternallearner,instagram,curiosity knowledgequest,20.0,40.0,usa,2022,10,8,8
208,210,floating day air indifference detached mundane happenings around,indifference,20230322 163000,aloofobserver,facebook,indifference floatingthroughlife,10.0,20.0,canada,2023,3,22,16
209,211,entangled web thoughts confusion reigning navigate labyrinth ideas,confusion,20210515 114500,thoughtexplorer,twitter,confusion thoughtlabyrinth,15.0,30.0,uk,2021,5,15,11
210,212,numb chaos emotions locked away stoic facade concealing inner turmoil,numbness,20191228 143000,stoicsoul,instagram,numbness stoicfacade,8.0,15.0,australia,2019,12,28,14
211,213,melancholy whispers breeze silent conversation echoes forgotten dreams,melancholy,20200301 190000,dreamerinsilence,facebook,melancholy whispersinthebreeze,12.0,25.0,india,2020,3,1,19
212,214,stumbling upon old journal nostalgia flooding waves carrying moments long gone,nostalgia,20180710 154500,journalkeeper,twitter,nostalgia journalmoments,10.0,20.0,canada,2018,7,10,15
213,215,tapestry conflicting feelings weaving uncertainty caught threads ambivalence,ambivalence,20220105 103000,threadweaver,instagram,ambivalence conflictingfeelings,12.0,25.0,uk,2022,1,5,10
214,216,embracing flaws finding acceptance imperfection journey towards selflove,acceptance,20210820 162000,selfloveadvocate,facebook,acceptance selflovejourney,15.0,30.0,australia,2021,8,20,16
215,217,determination burning like wildfire overcoming obstacles turning dreams reality,determination,20191103 134500,dreamchaser,twitter,determination dreamsintoreality,18.0,35.0,usa,2019,11,3,13
216,218,tranquil moments ocean serenity washing peaceful retreat within waves embrace,serenity,20200412 193000,oceansoul,instagram,serenity oceanretreat,25.0,50.0,canada,2020,4,12,19
217,219,exploring new horizons spark curiosity adventurer vast landscape knowledge,curiosity,20220415 084500,horizonexplorer,facebook,curiosity newhorizons,22.0,45.0,india,2022,4,15,8
218,220,drifting day nonchalant demeanor embracing art indifference,indifference,20230210 170000,nonchalantspirit,twitter,indifference driftingthroughlife,9.0,18.0,uk,2023,2,10,17
219,221,wrestling thoughts perplexed mind lost labyrinth lifes complexities,confusion,20200805 121500,complexthinker,instagram,confusion perplexedmind,14.0,28.0,australia,2020,8,5,12
220,222,immersed state emotional numbness shield storm daily struggles,numbness,20211201 153000,shieldedheart,facebook,numbness emotionalshield,10.0,20.0,usa,2021,12,1,15
221,223,melancholic symphony playing background soundtrack wistful heart,melancholy,20190325 210000,symphonysoul,twitter,melancholy wistfulheart,13.0,26.0,canada,2019,3,25,21
222,224,flipping pages old yearbook nostalgia painting smiles tears face,nostalgia,20170618 144500,yearbookexplorer,instagram,nostalgia yearbookmemories,12.0,25.0,india,2017,6,18,14
223,225,torn opposing emotions ambivalence colors decisions shades uncertainty,ambivalence,20220708 113000,decisivedilemma,facebook,ambivalence shadesofuncertainty,15.0,30.0,australia,2022,7,8,11
224,226,embracing lifes imperfections finding acceptance journey scars,acceptance,20230515 162000,imperfectharmony,twitter,acceptance imperfectjourney,18.0,36.0,canada,2023,5,15,16
225,227,fiery determination burning within fueled vision reaching unparalleled heights,determination,20210910 144500,visionaryspirit,instagram,determination unparalleledheights,20.0,40.0,uk,2021,9,10,14
226,228,basking serenity quiet forest whispers nature bring peace soul,serenity,20200228 183000,forestdreamer,facebook,serenity naturewhispers,25.0,50.0,usa,2020,2,28,18
227,231,indifferent noise world silent observer midst lifes cacophony,indifference,20230310 163000,silentspectator,instagram,indifference silentobserver,9.0,18.0,india,2023,3,10,16
228,232,navigating labyrinth thoughts confusion constant companion maze ideas,confusion,20210502 114500,mazenavigator,facebook,confusion thoughtlabyrinth,14.0,28.0,australia,2021,5,2,11
229,233,impenetrable numbness shields emotional storms fortress stoic resilience,numbness,20191018 143000,resilientfortress,twitter,numbness stoicresilience,11.0,22.0,uk,2019,10,18,14
230,234,melancholy painting world hues nostalgia canvas bittersweet memories,melancholy,20200105 200000,canvasdreamer,instagram,melancholy bittersweetmemories,13.0,26.0,usa,2020,1,5,20
231,235,journey past flipping pages old diary nostalgia taking lead,nostalgia,20180810 154500,diaryexplorer,facebook,nostalgia diaryjourney,12.0,25.0,canada,2018,8,10,15
232,236,ambivalence clouding decisions caught crossroads conflicting emotions,ambivalence,20220115 103000,crossroadstraveler,twitter,ambivalence conflictingemotions,15.0,30.0,india,2022,1,15,10
233,237,embracing imperfections finding acceptance mosaic lifes beautiful chaos,acceptance,20210720 162000,mosaicdreamer,instagram,acceptance beautifulchaos,18.0,36.0,australia,2021,7,20,16
234,238,determination driving force propelling forward path extraordinary achievements,determination,20191203 134500,pathfinderspirit,facebook,determination extraordinarypath,20.0,40.0,usa,2019,12,3,13
235,239,seeking serenity melody raindrops tranquil escape noise everyday life,serenity,20200412 193000,raindropharmony,twitter,serenity raindropmelody,25.0,50.0,canada,2020,4,12,19
236,240,curiosity driving exploration unknown seeker knowledge uncharted territories,curiosity,20220508 084500,seekerofunknowns,instagram,curiosity seekerofknowledge,22.0,45.0,uk,2022,5,8,8
237,241,drifting day air nonchalance indifferent trivialities life,indifference,20230222 170000,nonchalantwanderer,facebook,indifference driftingthroughlife,9.0,18.0,india,2023,2,22,17
238,242,lost labyrinth thoughts confusion casting shadows quest clarity,confusion,20200605 121500,shadowedseeker,twitter,confusion labyrinthofthoughts,14.0,28.0,australia,2020,6,5,12
239,243,wrapped cloak emotional numbness shield storms lifes turbulence,numbness,20211130 153000,turbulentshield,instagram,numbness emotionalstorms,10.0,20.0,canada,2021,11,30,15
240,244,melancholy companion painting canvas life brushstrokes wistful yearning,melancholy,20190225 210000,wistfulpainter,facebook,melancholy wistfulyearning,13.0,26.0,uk,2019,2,25,21
241,245,leafing pages old photo album nostalgia weaving tales laughter tears,nostalgia,20170518 144500,taleweaver,twitter,nostalgia photoalbumstories,12.0,25.0,usa,2017,5,18,14
242,246,ambivalence air caught crossroads conflicting emotions decisions,ambivalence,20220805 113000,crossroadsexplorer,instagram,ambivalence crossroadsconfusion,15.0,30.0,canada,2022,8,5,11
243,247,embracing beauty imperfections finding acceptance mosaic lifes unpredictable art,acceptance,20230615 162000,mosaicartist,facebook,acceptance unpredictableart,18.0,36.0,australia,2023,6,15,16
244,248,determination ablaze forging path challenges sculpting dreams tangible realities,determination,20211010 144500,dreamsculptor,twitter,determination sculptingdreams,20.0,40.0,uk,2021,10,10,14
245,249,immerse serenity moonlit night quiet whispers nature bring peace soul,serenity,20200512 193000,moonlitsoul,instagram,serenity moonlitpeace,25.0,50.0,usa,2020,5,12,19
246,250,fueled curiosity venturing uncharted realms fearless explorer mysteries world,curiosity,20221201 091500,fearlessexplorer,facebook,curiosity fearlessexplorer,22.0,44.0,india,2022,12,1,9
247,251,wrapped cloak emotional numbness shield storms lifes turbulence,numbness,20211130 153000,turbulentshield,instagram,numbness emotionalstorms,10.0,20.0,canada,2021,11,30,15
248,252,dancing life exuberance carefree spirit embracing joy zest every turn,zest,20180712 174500,joyfuldancer,twitter,zest carefreespirit,15.0,30.0,usa,2018,7,12,17
249,253,basking golden glow contentment serene river flowing landscape heart,contentment,20200905 201000,serenebasker,facebook,contentment goldenglow,18.0,36.0,australia,2020,9,5,20
250,254,gazing towards horizon hopeful eyes painting canvas dreams illuminated sun optimism,hopeful,20220418 080000,dreampainter,instagram,hopeful canvasofdreams,12.0,24.0,india,2022,4,18,8
251,255,standing tall proud oak branches achievement reaching towards sky accomplishment,proud,20191210 122000,oakachiever,twitter,proud branchesofachievement,25.0,50.0,canada,2019,12,10,12
252,256,heart overflowing gratitude garden appreciation blooms soil kindness connection,grateful,20230228 094500,heartgardener,facebook,grateful blossomingconnection,20.0,40.0,usa,2023,2,28,9
253,257,extending hand empathetic threads weaving tapestry understanding embracing joys sorrows others,empathetic,20180403 141500,threadweaver,instagram,empathetic tapestryofunderstanding,15.0,30.0,uk,2018,4,3,14
254,258,compassionate clouds heavy care showering empathy parched grounds human suffering,compassionate,20220620 103000,cloudcaretaker,twitter,compassionate showerofempathy,18.0,36.0,australia,2022,6,20,10
255,259,playfully dancing rain laughter whimsical spirit twirling puddles joy lightheartedness,playful,20200708 180000,raindancer,facebook,playful danceintherain,22.0,44.0,canada,2020,7,8,18
256,260,soaring wings free spirit unburdened chains conformity painting sky independence,freespirited,20210815 111000,skypainter,instagram,freespirit paintingthesky,20.0,40.0,india,2021,8,15,11
257,261,bathed glow inspiration creative phoenix rising ashes ordinary thoughts explore new realms,inspired,20191025 165000,phoenixexplorer,twitter,inspired creativephoenix,15.0,30.0,uk,2019,10,25,16
258,262,navigating sea hope sailing towards sunrise possibilities confident ship positive anticipation,hopeful,20231005 073000,sunrisenavigator,facebook,hopeful sunriseofpossibilities,12.0,24.0,usa,2023,10,5,7
259,263,striding confidence footprints selfassuredness imprinted sands challenges conquered victories claimed,confident,20220215 131500,sandstrider,instagram,confident footprintsofassuredness,25.0,50.0,australia,2022,2,15,13
260,264,lost symphony night moonlit serenade whispers tales wanderlust moonlit dreams,serenity,20210508 220000,nightserenader,twitter,serenity moonlitserenade,13.0,26.0,canada,2021,5,8,22
261,265,unveiling layers curiosity labyrinth questions leading treasure troves undiscovered knowledge,curiosity,20201129 144500,knowledgeseeker,instagram,curiosity labyrinthofquestions,17.0,34.0,usa,2020,11,29,14
262,266,embrace autumn breeze leaves ambivalence dancing waltz choices uncertainties,ambivalence,20190914 102000,breezewaltzer,facebook,ambivalence autumnwaltz,14.0,28.0,uk,2019,9,14,10
263,267,gratitude guiding star navigating constellation blessings vast universe lifes precious moments,grateful,20220312 195500,starnavigator,twitter,grateful guidingstar,19.0,38.0,australia,2022,3,12,19
264,268,zestful heart sprinting fields enthusiasm chasing sunbeams laughter meadows joy,zest,20230330 163000,meadowsprinter,instagram,zest fieldsofenthusiasm,16.0,32.0,india,2023,3,30,16
265,269,compassionate rain tears empathy falling gently nurturing seeds kindness garden human connections,compassionate,20210701 121000,rainnurturer,facebook,compassionate tearsofempathy,21.0,42.0,canada,2021,7,1,12
266,270,proudly scaling peaks achievement mountaineer conquering challenges planting flag success,proud,20200105 084500,peakconqueror,twitter,proud scalingpeaks,23.0,46.0,usa,2020,1,5,8
267,271,embraced hopeful dawn gardener sowing seeds optimism tending blooms brighter tomorrow,hopeful,20220717 061500,dawngardener,instagram,hopeful seedsofoptimism,14.0,28.0,uk,2022,7,17,6
268,272,playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere,playful,20180822 172000,carnivaldreamer,facebook,playful carnivalescapade,24.0,48.0,australia,2018,8,22,17
269,273,floating clouds inspiration artist painting sky strokes creativity creating masterpiece dreams,inspired,20211208 143000,skyartist,twitter,inspired cloudsofcreativity,18.0,36.0,india,2021,12,8,14
270,274,navigating river contentment serene boat cruise tranquil waters inner peace acceptance,contentment,20190427 095000,rivernavigator,instagram,contentment tranquilwaters,20.0,40.0,canada,2019,4,27,9
271,275,empathy lantern wandering dark alleys sorrow illuminating path compassion care,empathetic,20230903 214000,lanternwanderer,facebook,empathetic lanternofcompassion,16.0,32.0,usa,2023,9,3,21
272,276,free spirit soaring wings dreams leaving trails independence azure sky boundless possibilities,freespirited,20200610 100500,dreamsoarer,twitter,freespirit wingsofdreams,22.0,44.0,uk,2020,6,10,10
273,277,bathed golden hues gratefulness sunset appreciation casting warm glow landscapes heart,grateful,20220401 183000,sunsetadmirer,instagram,grateful goldenhues,19.0,38.0,australia,2022,4,1,18
274,278,confident strides dance life ballroom selfassuredness leads twirling challenges grace,confident,20210115 130000,dancestrider,facebook,confident danceoflife,23.0,46.0,canada,2021,1,15,13
275,279,hopeful whispers wind carrying promises brighter tomorrow symphony optimism air possibilities,hopeful,20230506 072000,windwhisperer,twitter,hopeful brightertomorrows,15.0,30.0,india,2023,5,6,7
276,280,playfully juggling responsibilities circus performer balancing acts work joy tossing laughter air,playful,20191118 151500,jugglingartist,instagram,playful jugglingresponsibilities,25.0,50.0,usa,2019,11,18,15
277,281,whispering tales inspiration stars storyteller crafting constellations threads imagination,inspired,20200829 204500,starstoryteller,facebook,inspired talestothestars,14.0,28.0,uk,2020,8,29,20
278,282,charting course waves hopeful anticipation sailor steering towards shores dreams yet unexplored,hopeful,20221030 114000,wavenavigator,twitter,hopeful sailorofdreams,17.0,34.0,australia,2022,10,30,11
279,283,compassionate rain tears empathy falling gently nurturing seeds kindness garden human connections,compassionate,20210701 121000,rainnurturer,instagram,compassionate tearsofempathy,21.0,42.0,canada,2021,7,1,12
280,284,proudly scaling peaks achievement mountaineer conquering challenges planting flag success,proud,20200105 084500,peakconqueror,twitter,proud scalingpeaks,23.0,46.0,usa,2020,1,5,8
281,285,embraced hopeful dawn gardener sowing seeds optimism tending blooms brighter tomorrow,hopeful,20220717 061500,dawngardener,instagram,hopeful seedsofoptimism,14.0,28.0,uk,2022,7,17,6
282,286,playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere,playful,20180822 172000,carnivaldreamer,facebook,playful carnivalescapade,24.0,48.0,australia,2018,8,22,17
283,287,floating clouds inspiration artist painting sky strokes creativity creating masterpiece dreams,inspired,20211208 143000,skyartist,twitter,inspired cloudsofcreativity,18.0,36.0,india,2021,12,8,14
284,288,navigating river contentment serene boat cruise tranquil waters inner peace acceptance,contentment,20190427 095000,rivernavigator,instagram,contentment tranquilwaters,20.0,40.0,canada,2019,4,27,9
285,289,empathy lantern wandering dark alleys sorrow illuminating path compassion care,empathetic,20230903 214000,lanternwanderer,facebook,empathetic lanternofcompassion,16.0,32.0,usa,2023,9,3,21
286,290,free spirit soaring wings dreams leaving trails independence azure sky boundless possibilities,freespirited,20200610 100500,dreamsoarer,twitter,freespirit wingsofdreams,22.0,44.0,uk,2020,6,10,10
287,291,bathed golden hues gratefulness sunset appreciation casting warm glow landscapes heart,grateful,20220401 183000,sunsetadmirer,instagram,grateful goldenhues,19.0,38.0,australia,2022,4,1,18
288,292,confident strides dance life ballroom selfassuredness leads twirling challenges grace,confident,20210115 130000,dancestrider,facebook,confident danceoflife,23.0,46.0,canada,2021,1,15,13
289,293,hopeful whispers wind carrying promises brighter tomorrow symphony optimism air possibilities,hopeful,20230506 072000,windwhisperer,twitter,hopeful brightertomorrows,15.0,30.0,india,2023,5,6,7
290,294,playfully juggling responsibilities circus performer balancing acts work joy tossing laughter air,playful,20191118 151500,jugglingartist,instagram,playful jugglingresponsibilities,25.0,50.0,usa,2019,11,18,15
291,295,whispering tales inspiration stars storyteller crafting constellations threads imagination,inspired,20200829 204500,starstoryteller,facebook,inspired talestothestars,14.0,28.0,uk,2020,8,29,20
292,296,charting course waves hopeful anticipation sailor steering towards shores dreams yet unexplored,hopeful,20221030 114000,wavenavigator,twitter,hopeful sailorofdreams,17.0,34.0,australia,2022,10,30,11
293,297,compassionate rain tears empathy falling gently nurturing seeds kindness garden human connections,compassionate,20210701 121000,rainnurturer,instagram,compassionate tearsofempathy,21.0,42.0,canada,2021,7,1,12
294,298,proudly scaling peaks achievement mountaineer conquering challenges planting flag success,proud,20200105 084500,peakconqueror,twitter,proud scalingpeaks,23.0,46.0,usa,2020,1,5,8
295,299,embraced hopeful dawn gardener sowing seeds optimism tending blooms brighter tomorrow,hopeful,20220717 061500,dawngardener,instagram,hopeful seedsofoptimism,14.0,28.0,india,2022,7,17,6
296,300,playful escapade carnival life carousel laughter cotton candy dreams swirling joyous atmosphere,playful,20180822 172000,carnivaldreamer,facebook,playful carnivalescapade,24.0,48.0,australia,2018,8,22,17
297,301,drowning abyss despair heart shattered fragments lost echoing silence hopelessness,despair,20210915 160000,shatteredheart,instagram,despair echoingsilence,8.0,16.0,canada,2021,9,15,16
298,302,bitterness festering like venomous vine entwining soul web resentment poisoning garden peace,bitterness,20190308 142000,venomoussoul,facebook,bitterness resentmentweb,12.0,24.0,uk,2019,3,8,14
299,303,wandering desert loneliness step heavy sigh mirages connection shimmering never materializing,loneliness,20170720 114500,desertwanderer,twitter,loneliness miragesofconnection,15.0,30.0,usa,2017,7,20,11
300,304,yearning touch thats echoes distant warmth haunting heart cold embrace solitude,yearning,20201102 193000,coldembrace,instagram,yearning distantwarmth,10.0,20.0,australia,2020,11,2,19
301,305,eyes wide open night fearful shadows dancing walls mind prisoner imagined horrors,fearful,20220512 020000,nightprisoner,facebook,fearful imaginedhorrors,18.0,36.0,india,2022,5,12,2
302,306,apprehensive steps tightrope uncertainty balancing act fall seems inevitable anxiety constant companion,apprehensive,20230408 131500,tightropewalker,twitter,apprehensive balancingact,14.0,28.0,uk,2023,4,8,13
303,307,overwhelmed weight world atlas trembling shoulders responsibility boulder landscape exhaustion,overwhelmed,20210625 175000,atlasbearer,instagram,overwhelmed bouldersofexhaustion,22.0,44.0,canada,2021,6,25,17
304,308,jealousy greeneyed monster lurking shadows casting dark cloud sunshine others success,jealous,20190830 101000,greenmonster,facebook,jealous greeneyedmonster,16.0,32.0,usa,2019,8,30,10
305,309,devastated storm betrayal wreckage trust scattered like debris heart torn winds broken promises,devastated,20220803 153000,stormsurvivor,twitter,devastated windsofbrokenpromises,25.0,50.0,australia,2022,8,3,15
306,310,frustrated fingers tapping keyboard symphony annoyance composing unsolvable puzzle unmet expectations,frustrated,20201217 092000,puzzlecomposer,instagram,frustrated unsolvablepuzzle,12.0,24.0,india,2020,12,17,9
307,311,envious eyes fixated gilded prize heartache fueled painful desire possessions seem forever reach,envious,20210228 224500,gildedheartache,facebook,envious gildedprize,20.0,40.0,usa,2021,2,28,22
308,312,dismissive glances fortress built indifference walls impenetrable pleas understanding recognition,dismissive,20180510 140000,indifferentfort,twitter,dismissive impenetrablewalls,14.0,28.0,uk,2018,5,10,14
309,313,shattered dreams lie floor like fragments glass mosaic disappointment crafted hands frustration,frustrated,20220107 111000,dreammosaic,instagram,frustrated mosaicofdisappointment,15.0,30.0,canada,2022,1,7,11
310,314,loneliness silent companion night echo chamber solitude hearts solitary nocturne,loneliness,20190919 033000,nocturnalecho,facebook,loneliness solitarynocturne,18.0,36.0,australia,2019,9,19,3
311,315,fearful whispers dark mind haunted specter unknown shadows dancing rhythm anxietys tune,fearful,20230714 230000,darkwhispers,twitter,fearful specteroftheunknown,13.0,26.0,uk,2023,7,14,23
312,316,bitterness bitter aftertaste lingering tongue word reminder wounds refuse heal passing time,bitterness,20200405 162000,lingeringtaste,instagram,bitterness bitteraftertaste,10.0,20.0,india,2020,4,5,16
313,317,overwhelmed cacophony expectations drowning soul tempest pressure struggling stay afloat,overwhelmed,20211129 084500,tempestsurvivor,facebook,overwhelmed drowningsoul,20.0,40.0,usa,2021,11,29,8
314,318,jealousy venom seeps veins poisoning heart turning breeding ground discontent,jealous,20191212 170000,venomousheart,twitter,jealous heartofdiscontent,16.0,32.0,australia,2019,12,12,17
315,319,devastated revelation betrayal trust shattered like fragile glass leaving shards pain wake,devastated,20220520 145000,fragiletrust,instagram,devastated shatteredtrust,25.0,50.0,canada,2022,5,20,14
316,320,frustrated attempts mend broken connection threads understanding slipping fingers like grains sand,frustrated,20200903 121500,brokenthreads,facebook,frustrated slippingthreads,14.0,28.0,uk,2020,9,3,12
317,321,envious gazes cast upon podium success bitter pill swallowed taste lingering constant reminder unattained heights,envious,20210210 193000,successpill,twitter,envious bitterpill,20.0,40.0,usa,2021,2,10,19
318,322,dismissive gestures curtain drawn shield vulnerability stage emotions take backseat performance indifference,dismissive,20180818 144000,curtainshield,instagram,dismissive indifferenceperformance,12.0,24.0,australia,2018,8,18,14
319,323,despair like heavy fog enveloping every thought blurring path ahead journey labyrinth utter hopelessness,despair,20220228 210000,foggylabyrinth,facebook,despair labyrinthofhopelessness,8.0,16.0,canada,2022,2,28,21
320,324,bitterness bitter chill air freezing moments icicles resentment dangle precariously landscape memory,bitterness,20191015 103000,icyresentment,twitter,bitterness iciclesofresentment,15.0,30.0,uk,2019,10,15,10
321,325,loneliness solitary moon starless sky casting cold glow landscape isolation echoes bounce empty spaces,loneliness,20171201 185000,solitarymoon,instagram,loneliness starlesssky,18.0,36.0,usa,2017,12,1,18
322,326,yearning warmth vanished sun heartache painted hues sunset never graced horizon,yearning,20200418 161500,vanishedsunset,facebook,yearning huesofsunset,10.0,20.0,australia,2020,4,18,16
323,327,fearful eyes scanning shadows prisoner night terrorized lurking monsters born minds darkest corners,fearful,20230107 033000,nightprisoner,twitter,fearful lurkingmonsters,18.0,36.0,india,2023,1,7,3
324,328,apprehensive whispers wind forecast uncertainty minds weather vane spinning wildly storm doubt,apprehensive,20210610 100000,windwhisperer,instagram,apprehensive stormofdoubt,14.0,28.0,canada,2021,6,10,10
325,329,overwhelmed maze expectations minotaur pressure lurking labyrinth waiting devour spirit resilience,overwhelmed,20200222 152000,mazeexplorer,facebook,overwhelmed minotaurofpressure,22.0,44.0,usa,2020,2,22,15
326,330,jealousy festering wound pain intensifying glance garden others achievements blooming beyond fence,jealous,20180317 144500,woundedgarden,twitter,jealous bloomingachievements,16.0,32.0,uk,2018,3,17,14
327,331,devastated heart ruins echoes shattered dreams reverberating chambers requiem whole,devastated,20221028 111500,ruinedheart,instagram,devastated echoesofshattereddreams,25.0,50.0,australia,2022,10,28,11
328,332,frustrated attempts untangle knot confusion threads understanding slipping labyrinth miscommunication,frustrated,20201101 123000,knotuntangler,facebook,frustrated labyrinthofmiscommunication,14.0,28.0,india,2020,11,1,12
329,333,envious eyes locked treasure chest opportunities heartache fueled desire keys seem forever elusive,envious,20210115 221000,elusivekeys,twitter,envious desireforkeys,20.0,40.0,usa,2021,1,15,22
330,334,dismissive gestures curtain drawn shield vulnerability stage emotions take backseat performance indifference,dismissive,20180818 140000,indifferentfort,instagram,dismissive indifferenceperformance,12.0,24.0,australia,2018,8,18,14
331,335,shattered dreams lie floor like fragments glass mosaic disappointment crafted hands frustration,frustrated,20220107 111000,dreammosaic,twitter,frustrated mosaicofdisappointment,15.0,30.0,canada,2022,1,7,11
332,336,loneliness silent companion night echo chamber solitude hearts solitary nocturne,loneliness,20190919 033000,nocturnalecho,facebook,loneliness solitarynocturne,18.0,36.0,australia,2019,9,19,3
333,337,awestruck breathtaking sunrise mountains,awe,20220403 061500,natureadmirer,instagram,awe breathtakingsunrise,28.0,55.0,usa,2022,4,3,6
334,338,navigating challenges determination,determination,20231012 103000,goalpursuer,twitter,determination challenges,15.0,30.0,canada,2023,10,12,10
335,339,nostalgia hits flipping old photo album,nostalgia,20190628 190000,memorylane,facebook,nostalgia oldmemories,22.0,45.0,uk,2019,6,28,19
336,340,thrilled witness grandeur cultural festival,thrill,20200915 144500,cultureenthusiast,instagram,thrill culturalcelebration,40.0,80.0,india,2020,9,15,14
337,341,calmness found rhythm raindrops windowpane,calmness,20171108 212000,rainwatcher,twitter,calmness rainydays,18.0,35.0,australia,2017,11,8,21
338,342,overwhelmed support received personal challenge,overwhelmed,20210520 173000,personaljourney,facebook,overwhelmed supportivecommunity,25.0,50.0,usa,2021,5,20,17
339,343,excitement builds countdown longawaited vacation begins,excitement,20230110 120000,vacationdreamer,instagram,excitement vacationcountdown,30.0,60.0,france,2023,1,10,12
340,344,reflecting lifes journey grateful lessons learned,gratitude,20181205 084500,lifelearner,twitter,gratitude lifelessons,35.0,70.0,brazil,2018,12,5,8
341,345,bittersweet emotions arise bidding farewell dear friend,bittersweet,20200315 183000,farewellsender,instagram,bittersweet farewell,20.0,40.0,japan,2020,3,15,18
342,346,curiosity sparked exploring mysterious ancient ruin,curiosity,20160822 151000,historyexplorer,facebook,curiosity ancientdiscovery,18.0,35.0,greece,2016,8,22,15
343,347,admiration intricate details handcrafted masterpiece,admiration,20190820 160000,craftenthusiast,instagram,admiration handcraftedart,25.0,50.0,usa,2019,8,20,16
344,348,overjoyed warmth cozy fireplace winter evening,overjoyed,20211208 193000,winterlover,twitter,overjoyed winterwarmth,18.0,35.0,canada,2021,12,8,19
345,349,inspiration strikes observing colors vibrant sunset,inspiration,20200610 204500,sunsetwatcher,instagram,inspiration colorfulsunset,30.0,60.0,uk,2020,6,10,20
346,350,motivated achieve fitness goals invigorating workout,motivation,20220228 071500,fitnessjunkie,facebook,motivation fitnessgoals,40.0,80.0,australia,2022,2,28,7
347,351,gratitude simple joys found cup morning coffee,gratitude,20170415 080000,coffeelover,twitter,gratitude morningcoffee,22.0,45.0,india,2017,4,15,8
348,352,feeling empowered conquering challenging hiking trail,empowerment,20180905 142000,hikingexplorer,instagram,empowerment hikingadventure,35.0,70.0,usa,2018,9,5,14
349,353,amused antics playful kittens playtime,amusement,20221022 124500,kittyobserver,facebook,amusement playfulkittens,15.0,30.0,canada,2022,10,22,12
350,354,contemplating lifes mysteries starry night sky,contemplation,20160702 233000,stargazer,twitter,contemplation starrynight,28.0,55.0,uk,2016,7,2,23
351,355,joyful reunion longlost friends years separation,joyfulreunion,20201118 171000,friendshiprenewal,instagram,joyfulreunion friendship,20.0,40.0,india,2020,11,18,17
352,356,excitement builds preparing surprise celebration,excitement,20230305 150000,celebrationplanner,facebook,excitement surprisecelebration,30.0,60.0,australia,2023,3,5,15
353,357,satisfaction derived successfully completing diy project,satisfaction,20151201 113000,diyenthusiast,twitter,satisfaction diyproject,25.0,50.0,usa,2015,12,1,11
354,358,feeling blessed supportive community times need,blessed,20210910 094500,communityhelper,instagram,blessed supportivecommunity,18.0,35.0,uk,2021,9,10,9
355,359,captivated serenity tranquil garden full bloom,serenity,20180512 142000,gardenenthusiast,facebook,serenity tranquilgarden,22.0,45.0,canada,2018,5,12,14
356,360,anticipation upcoming adventure exotic destination,anticipation,20220725 100000,wanderlust,twitter,anticipation adventureawaits,40.0,80.0,india,2022,7,25,10
357,361,reflecting personal growth achieved life experiences,reflection,20190308 183000,growthseeker,instagram,reflection personalgrowth,35.0,70.0,usa,2019,3,8,18
358,362,nostalgic memories flood revisiting childhood favorites,nostalgia,20170128 211500,childhoodmemories,facebook,nostalgia childhoodfavorites,20.0,40.0,australia,2017,1,28,21
359,363,appreciation vibrant culture experienced travel,appreciation,20161114 134500,cultureexplorer,twitter,appreciation culturalexperience,28.0,55.0,uk,2016,11,14,13
360,364,confidence soars overcoming public speaking anxiety,confidence,20200402 173000,publicspeaker,instagram,confidence overcominganxiety,15.0,30.0,usa,2020,4,2,17
361,365,contentment midst family gathering filled laughter,contentment,20230115 190000,familycelebration,facebook,contentment familylaughter,25.0,50.0,canada,2023,1,15,19
362,366,enthusiasm learning new skills expanding knowledge,enthusiasm,20180807 121500,lifelonglearner,twitter,enthusiasm skillbuilding,30.0,60.0,india,2018,8,7,12
363,367,surprise delight discovering hidden gem city,surprise,20191018 164500,cityexplorer,instagram,surprise hiddengem,18.0,35.0,uk,2019,10,18,16
364,368,sense accomplishment completing challenging workout,accomplishment,20220630 070000,fitnessachiever,facebook,accomplishment fitnesssuccess,22.0,45.0,australia,2022,6,30,7
365,369,wonderment beauty double rainbow rain,wonderment,20170612 182000,rainbowchaser,twitter,wonderment doublerainbow,35.0,70.0,usa,2017,6,12,18
366,370,optimism bright future amidst challenging times,optimism,20210705 093000,futureoptimist,instagram,optimism brightfuture,20.0,40.0,canada,2021,7,5,9
367,371,pride achieving personal milestone career progression,pride,20160415 145000,careerachiever,facebook,pride careermilestone,28.0,55.0,uk,2016,4,15,14
368,372,happiness blooms like flowers garden sunny day,happiness,20200210 111500,sunnydayenthusiast,twitter,happiness sunnyday,15.0,30.0,india,2020,2,10,11
369,373,elation discovering rare book quaint bookstore,elation,20180922 163000,bookworm,instagram,elation rarebookdiscovery,40.0,80.0,usa,2018,9,22,16
370,374,curiosity piqued mysteries ancient archaeological site,curiosity,20151108 100000,archaeologyenthusiast,facebook,curiosity ancientmysteries,18.0,35.0,australia,2015,11,8,10
